Country,Year,Attack_Type,Target_Industry,Financial_Loss_Million,Affected_Users,Attack_Source,Vulnerability_Type,Defense_Mechanism,Resolution_Time_Hours,Resolution_Speed,Severity_Level,Attack_Impact_Score,Cyber_Risk_Score,Damage_Category,User_Impact_Category,Year_Group,Defense_Effectiveness
UK,2017,Man-in-the-Middle,Government,79.27,923309,"Hacker Group","Unpatched Software",Firewall,29,Moderate,Critical,48.20,41.20,"Major Loss",Massive,2015-2017,"Moderately Effective"
Brazil,2023,Phishing,Banking,71.86,151590,Nation-state,Zero-day,Antivirus,30,Moderate,High,42.38,35.35,"Major Loss",Low,2021-2024,"Moderately Effective"
UK,2022,DDoS,Education,21.01,452432,Nation-state,"Unpatched Software",Firewall,8,Fast,Low,13.46,11.81,"Minor Loss",Medium,2021-2024,"Highly Effective"
Japan,2015,Ransomware,Retail,95.38,769596,Nation-state,"Weak Passwords",VPN,65,Slow,Critical,63.00,54.23,"Extreme Loss",High,2015-2017,"Needs Improvement"
Germany,2022,Phishing,Banking,14.79,407151,Unknown,"Weak Passwords",Antivirus,37,Slow,Low,16.02,14.94,"Minor Loss",Medium,2021-2024,"Moderately Effective"
Brazil,2023,DDoS,IT,45.97,312555,Nation-state,"Social Engineering","AI-based Detection",67,Slow,Medium,37.32,33.04,"Moderate Loss",Medium,2021-2024,"Needs Improvement"
Brazil,2019,Man-in-the-Middle,Government,76.39,311908,Unknown,"Weak Passwords",Encryption,68,Slow,Critical,52.73,45.40,"Major Loss",Medium,2018-2020,"Needs Improvement"
China,2018,Malware,Banking,68.55,59979,Insider,Zero-day,Firewall,41,Slow,High,42.65,35.86,"Major Loss",Low,2018-2020,"Moderately Effective"
Japan,2019,Malware,IT,9.86,233545,Unknown,Zero-day,Antivirus,55,Slow,Low,16.63,15.88,"Minor Loss",Medium,2018-2020,"Needs Improvement"
France,2020,Man-in-the-Middle,Retail,89.85,722081,"Hacker Group",Zero-day,VPN,33,Moderate,Critical,53.69,45.43,"Extreme Loss",High,2018-2020,"Moderately Effective"
Russia,2024,"SQL Injection",Healthcare,76.99,873037,Nation-state,"Unpatched Software",Antivirus,31,Moderate,Critical,47.31,40.49,"Major Loss",Massive,2021-2024,"Moderately Effective"
India,2022,Malware,IT,12.08,482213,Nation-state,"Social Engineering","AI-based Detection",3,Fast,Low,8.09,7.36,"Minor Loss",Medium,2021-2024,"Highly Effective"
India,2020,Phishing,Education,39.72,512850,"Hacker Group",Zero-day,Antivirus,15,Moderate,Medium,24.40,20.94,"Moderate Loss",High,2018-2020,"Highly Effective"
China,2023,Man-in-the-Middle,Telecommunications,37.73,849834,"Hacker Group",Zero-day,"AI-based Detection",56,Slow,Medium,32.61,29.69,"Moderate Loss",Massive,2021-2024,"Needs Improvement"
Brazil,2022,Malware,Retail,78.03,660707,Insider,"Unpatched Software",Firewall,11,Fast,Critical,43.20,36.05,"Major Loss",High,2021-2024,"Highly Effective"
USA,2021,Ransomware,Education,6.77,697935,Unknown,"Social Engineering","AI-based Detection",16,Moderate,Low,8.68,8.70,"Minor Loss",High,2021-2024,"Highly Effective"
Russia,2019,Malware,IT,71.92,500655,Nation-state,Zero-day,"AI-based Detection",8,Fast,High,39.06,32.37,"Major Loss",High,2018-2020,"Highly Effective"
USA,2020,Ransomware,IT,95.79,239343,Nation-state,Zero-day,VPN,63,Slow,Critical,61.21,51.87,"Extreme Loss",Medium,2018-2020,"Needs Improvement"
China,2023,Phishing,Retail,90.04,143728,Unknown,Zero-day,"AI-based Detection",57,Slow,Critical,56.85,47.99,"Extreme Loss",Low,2021-2024,"Needs Improvement"
USA,2020,Phishing,Retail,99.64,464717,Insider,"Weak Passwords",VPN,27,Moderate,Critical,56.61,47.11,"Extreme Loss",Medium,2018-2020,"Moderately Effective"
Russia,2018,"SQL Injection",Education,1.25,351063,Nation-state,"Weak Passwords",Firewall,56,Slow,Low,12.88,13.10,"Minor Loss",Medium,2018-2020,"Needs Improvement"
Australia,2015,DDoS,Government,13.96,479025,Nation-state,Zero-day,Antivirus,54,Slow,Low,19.22,18.30,"Minor Loss",Medium,2015-2017,"Needs Improvement"
Germany,2021,DDoS,Banking,1.62,823004,Nation-state,Zero-day,Encryption,22,Moderate,Low,7.68,8.34,"Minor Loss",Massive,2021-2024,"Highly Effective"
Russia,2021,DDoS,Education,18.47,394957,"Hacker Group","Weak Passwords",Antivirus,27,Moderate,Low,15.82,14.37,"Minor Loss",Medium,2021-2024,"Moderately Effective"
France,2019,Phishing,Telecommunications,28.88,96640,Unknown,"Social Engineering",Antivirus,60,Slow,Medium,26.73,23.94,"Moderate Loss",Low,2018-2020,"Needs Improvement"
Russia,2024,DDoS,Education,19.50,325634,Insider,"Weak Passwords",Firewall,5,Fast,Low,11.73,10.10,"Minor Loss",Medium,2021-2024,"Highly Effective"
France,2023,"SQL Injection",Government,29.63,662667,"Hacker Group",Zero-day,VPN,30,Moderate,Medium,22.80,20.50,"Moderate Loss",High,2021-2024,"Moderately Effective"
USA,2024,Phishing,IT,57.24,107681,Unknown,Zero-day,VPN,18,Moderate,High,32.54,26.93,"Major Loss",Low,2021-2024,"Highly Effective"
Russia,2017,Phishing,Banking,3.20,982243,Insider,Zero-day,Encryption,6,Fast,Low,5.75,6.41,"Minor Loss",Massive,2015-2017,"Highly Effective"
Japan,2022,"SQL Injection",Government,79.19,950425,Unknown,"Social Engineering",Antivirus,54,Slow,Critical,53.25,46.28,"Major Loss",Massive,2021-2024,"Needs Improvement"
Brazil,2017,Ransomware,Education,80.50,279808,Insider,"Social Engineering",Antivirus,60,Slow,Critical,53.09,45.32,"Extreme Loss",Medium,2015-2017,"Needs Improvement"
India,2024,"SQL Injection",Telecommunications,71.20,190099,Unknown,Zero-day,"AI-based Detection",15,Moderate,High,39.17,32.24,"Major Loss",Low,2021-2024,"Highly Effective"
Brazil,2019,Malware,Government,12.04,713035,Nation-state,"Social Engineering","AI-based Detection",59,Slow,Low,19.96,19.47,"Minor Loss",High,2018-2020,"Needs Improvement"
Australia,2016,Malware,Retail,29.05,817347,Nation-state,"Weak Passwords",Antivirus,68,Slow,Medium,30.58,28.49,"Moderate Loss",Massive,2015-2017,"Needs Improvement"
Germany,2023,Ransomware,Healthcare,28.18,707214,Unknown,"Weak Passwords","AI-based Detection",11,Fast,Medium,18.41,16.30,"Moderate Loss",High,2021-2024,"Highly Effective"
UK,2016,DDoS,Retail,39.26,668780,"Hacker Group",Zero-day,Firewall,33,Moderate,Medium,28.24,24.98,"Moderate Loss",High,2015-2017,"Moderately Effective"
Russia,2015,DDoS,Telecommunications,57.21,609196,Unknown,"Social Engineering",VPN,4,Fast,High,31.23,26.12,"Major Loss",High,2015-2017,"Highly Effective"
USA,2021,Man-in-the-Middle,Telecommunications,83.88,980367,Nation-state,"Unpatched Software",Firewall,3,Fast,Critical,45.48,38.07,"Extreme Loss",Massive,2021-2024,"Highly Effective"
Russia,2022,Man-in-the-Middle,IT,84.10,919858,Nation-state,"Unpatched Software",Encryption,47,Slow,Critical,54.21,46.72,"Extreme Loss",Massive,2021-2024,"Moderately Effective"
France,2017,DDoS,Healthcare,39.49,195459,"Hacker Group","Weak Passwords",Encryption,14,Moderate,Medium,23.13,19.38,"Moderate Loss",Low,2015-2017,"Highly Effective"
Russia,2015,Man-in-the-Middle,Government,46.76,713342,Unknown,"Weak Passwords",Encryption,36,Moderate,Medium,32.72,28.76,"Moderate Loss",High,2015-2017,"Moderately Effective"
UK,2019,DDoS,Banking,80.68,19007,Nation-state,"Unpatched Software",VPN,29,Moderate,Critical,46.20,38.15,"Extreme Loss",Low,2018-2020,"Moderately Effective"
China,2022,Ransomware,Government,86.56,963091,Insider,Zero-day,VPN,37,Slow,Critical,53.57,45.88,"Extreme Loss",Massive,2021-2024,"Moderately Effective"
UK,2017,Malware,Government,66.25,726887,"Hacker Group","Social Engineering",Firewall,13,Moderate,High,37.91,32.01,"Major Loss",High,2015-2017,"Highly Effective"
Russia,2021,DDoS,IT,78.76,130413,Unknown,"Social Engineering",Encryption,66,Slow,Critical,52.97,45.23,"Major Loss",Low,2021-2024,"Needs Improvement"
Germany,2017,Malware,Banking,97.68,906914,"Hacker Group",Zero-day,"AI-based Detection",15,Moderate,Critical,54.56,45.70,"Extreme Loss",Massive,2015-2017,"Highly Effective"
China,2020,Ransomware,IT,14.94,557218,Nation-state,Zero-day,Firewall,70,Slow,Low,23.14,22.20,"Minor Loss",High,2018-2020,"Needs Improvement"
Russia,2018,"SQL Injection",Banking,59.29,380543,Unknown,"Weak Passwords",VPN,26,Moderate,High,35.99,30.44,"Major Loss",Medium,2018-2020,"Moderately Effective"
UK,2022,Malware,Retail,39.55,337363,Insider,"Social Engineering",VPN,2,Fast,Medium,21.19,17.57,"Moderate Loss",Medium,2021-2024,"Highly Effective"
China,2018,DDoS,IT,14.04,803086,Nation-state,"Social Engineering",VPN,23,Moderate,Low,14.03,13.43,"Minor Loss",Massive,2018-2020,"Highly Effective"
China,2024,Man-in-the-Middle,IT,63.79,195858,"Hacker Group",Zero-day,Encryption,1,Fast,High,32.68,26.50,"Major Loss",Low,2021-2024,"Highly Effective"
India,2019,Malware,Banking,37.03,358371,Insider,"Weak Passwords","AI-based Detection",30,Moderate,Medium,25.59,22.25,"Moderate Loss",Medium,2018-2020,"Moderately Effective"
Australia,2019,Phishing,Retail,9.12,212267,Insider,Zero-day,Antivirus,14,Moderate,Low,8.00,7.30,"Minor Loss",Medium,2018-2020,"Highly Effective"
France,2021,Man-in-the-Middle,Healthcare,52.04,757744,Nation-state,Zero-day,Antivirus,43,Slow,High,36.89,32.45,"Major Loss",High,2021-2024,"Moderately Effective"
Japan,2017,Ransomware,Retail,59.13,747705,Insider,"Unpatched Software",VPN,47,Slow,High,41.21,36.04,"Major Loss",High,2015-2017,"Moderately Effective"
USA,2024,Phishing,Telecommunications,64.67,996651,"Hacker Group","Weak Passwords",Encryption,69,Slow,High,49.12,43.65,"Major Loss",Massive,2021-2024,"Needs Improvement"
UK,2015,Ransomware,Government,52.78,281905,Insider,"Social Engineering",VPN,32,Moderate,High,33.64,28.64,"Major Loss",Medium,2015-2017,"Moderately Effective"
Brazil,2019,Man-in-the-Middle,Healthcare,7.44,739981,Unknown,"Social Engineering",Antivirus,54,Slow,Low,16.74,16.74,"Minor Loss",High,2018-2020,"Needs Improvement"
France,2016,"SQL Injection",Telecommunications,47.19,554448,"Hacker Group","Social Engineering",Antivirus,31,Moderate,Medium,31.46,27.29,"Moderate Loss",High,2015-2017,"Moderately Effective"
